LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),LOCATION Latitude : ,LOCATION Longitude : ,YYYY-MO-DD HH-MI-SS_SSS,Annotation,,
-0.4712,-0.458,-0.4985,49.277264,7.033312,2019-05-29 13:02:17:215,,,
0.1648,0.5443,-0.0883,49.277264,7.033312,2019-05-29 13:02:17:315,,,
0.5812,0.3252,-0.3009,49.277264,7.033312,2019-05-29 13:02:17:415,,,
0.0171,0.4638,0.0625,49.277264,7.033312,2019-05-29 13:02:17:515,,,
-0.6666,0.7534,0.1217,49.277264,7.033312,2019-05-29 13:02:17:615,,,
-0.5131,0.0728,0.8477,49.277264,7.033312,2019-05-29 13:02:17:715,,,
-0.9943,0.1796,0.5524,49.277264,7.033312,2019-05-29 13:02:17:815,,,
-0.6134,-0.5191,-1.0024,49.277264,7.033312,2019-05-29 13:02:17:915,,,
0.1722,-1.5618,-0.4812,49.277264,7.033312,2019-05-29 13:02:18:016,,,
-0.0422,-0.3942,-0.2386,49.277264,7.033312,2019-05-29 13:02:18:115,,,
0.2672,0.3278,-0.3962,49.277264,7.033312,2019-05-29 13:02:18:216,,,
-0.1295,0.2919,-0.6805,49.277264,7.033312,2019-05-29 13:02:18:316,,,
0.2905,0.661,0.1814,49.277264,7.033312,2019-05-29 13:02:18:415,,,
0.4415,0.4161,0.7479,49.277264,7.033312,2019-05-29 13:02:18:515,,,
0.3162,0.6555,0.9151,49.277264,7.033312,2019-05-29 13:02:18:615,,,
0.1465,-0.2336,-0.0226,49.277264,7.033312,2019-05-29 13:02:18:715,,,
-1.1217,-0.3332,-0.7932,49.277264,7.033312,2019-05-29 13:02:18:815,,,
-1.2136,-0.985,-0.1603,49.277264,7.033312,2019-05-29 13:02:18:916,,,
-0.5426,0.0544,-0.1508,49.277264,7.033312,2019-05-29 13:02:19:015,,,
-0.4535,0.8986,-0.2187,49.277264,7.033312,2019-05-29 13:02:19:115,,,
0.4779,0.2096,0.1399,49.277264,7.033312,2019-05-29 13:02:19:215,,,
-0.1518,0.5976,0.2572,49.277264,7.033312,2019-05-29 13:02:19:316,,,
-0.3312,0.5629,0.2151,49.277264,7.033312,2019-05-29 13:02:19:415,,,
0.3681,-0.2713,0.6515,49.277264,7.033312,2019-05-29 13:02:19:516,,,
-0.4369,-0.2677,-0.7045,49.277264,7.033312,2019-05-29 13:02:19:615,,,
0.1857,-0.9805,-0.5212,49.277264,7.033312,2019-05-29 13:02:19:715,,,
0.107,-0.159,0.1591,49.277264,7.033312,2019-05-29 13:02:19:816,,,
-0.0787,0.4265,0.026,49.277264,7.033312,2019-05-29 13:02:19:916,,,
0.2855,-0.3945,-0.8578,49.277264,7.033312,2019-05-29 13:02:20:016,,,
-0.1773,0.1916,-0.7497,49.277264,7.033312,2019-05-29 13:02:20:116,,,
-0.032,0.7922,-0.1812,49.277264,7.033312,2019-05-29 13:02:20:215,,,
0.5594,0.2311,0.8036,49.277264,7.033312,2019-05-29 13:02:20:315,,,
0.1562,0.2785,1.1685,49.277264,7.033312,2019-05-29 13:02:20:415,,,
0.5155,-0.8653,0.1194,49.277264,7.033312,2019-05-29 13:02:20:515,,,
-0.3529,-0.4916,-0.4084,49.277264,7.033312,2019-05-29 13:02:20:616,,,
-0.4673,-0.8247,-0.862,49.277264,7.033312,2019-05-29 13:02:20:716,,,
0.2558,-0.6696,0.2185,49.277264,7.033312,2019-05-29 13:02:20:816,,,
-0.0666,0.7397,-0.2253,49.277264,7.033312,2019-05-29 13:02:20:915,,,
0.1569,0.3685,-0.1376,49.277264,7.033312,2019-05-29 13:02:21:016,,,
-0.1093,0.8689,0.122,49.277264,7.033312,2019-05-29 13:02:21:115,,,
-0.4242,0.6331,-0.2034,49.277264,7.033312,2019-05-29 13:02:21:215,,,
-1.0099,0.0535,0.9578,49.277264,7.033312,2019-05-29 13:02:21:316,,,
-1.371,0.4167,0.4292,49.277264,7.033312,2019-05-29 13:02:21:415,,,
0.0155,-0.8045,-0.2949,49.277264,7.033312,2019-05-29 13:02:21:515,,,
0.5047,-0.85,-0.7511,49.277264,7.033312,2019-05-29 13:02:21:615,,,
1.2927,-1.2628,-0.0363,49.277264,7.033312,2019-05-29 13:02:21:716,,,
0.6619,-0.424,0.3404,49.277264,7.033312,2019-05-29 13:02:21:816,,,
0.3509,0.1839,-0.1034,49.277264,7.033312,2019-05-29 13:02:21:915,,,
0.1165,0.1147,-0.4224,49.277264,7.033312,2019-05-29 13:02:22:016,,,
0.9261,0.2927,-0.2985,49.277264,7.033312,2019-05-29 13:02:22:116,,,
0.8523,0.5162,0.3286,49.277264,7.033312,2019-05-29 13:02:22:216,,,
0.6285,0.6408,0.4939,49.277264,7.033312,2019-05-29 13:02:22:315,,,
-1.2633,-1.5909,-0.5742,49.277264,7.033312,2019-05-29 13:02:42:825,0,,
-0.9111,-0.2468,0.8506,49.277264,7.033312,2019-05-29 13:02:42:926,,,
0.068,0.0945,-0.2198,49.277264,7.033312,2019-05-29 13:02:43:025,,,
-0.8325,-0.0795,0.3955,49.277264,7.033312,2019-05-29 13:02:43:125,,,
-1.7132,0.2023,-0.2421,49.277264,7.033312,2019-05-29 13:02:43:225,,,
-1.9068,0.3688,0.0837,49.277264,7.033312,2019-05-29 13:02:43:326,,,
-0.5748,1.2314,0.7095,49.277264,7.033312,2019-05-29 13:02:43:426,,,
-2.3439,0.7515,3.1116,49.277264,7.033312,2019-05-29 13:02:43:525,,,
-0.5276,-1.3915,-1.2546,49.277264,7.033312,2019-05-29 13:02:43:626,,,
-0.4238,-1.5519,-1.8051,49.277264,7.033312,2019-05-29 13:02:43:726,,,
0.0778,-1.7949,2.0515,49.277264,7.033312,2019-05-29 13:02:43:825,,,
0.2319,-0.4391,0.0893,49.277264,7.033312,2019-05-29 13:02:43:926,,,
0.2249,-0.0201,-0.5641,49.277264,7.033312,2019-05-29 13:02:44:027,,,
0.0027,-0.3025,0.143,49.277264,7.033312,2019-05-29 13:02:44:125,,,
1.8547,0.263,0.7034,49.277264,7.033312,2019-05-29 13:02:44:226,,,
1.8831,-0.165,-0.2205,49.277264,7.033312,2019-05-29 13:02:44:326,,,
2.0511,0.5818,0.0897,49.277264,7.033312,2019-05-29 13:02:44:425,,,
0.8658,-0.2178,0.9716,49.277264,7.033312,2019-05-29 13:02:44:525,,,
-0.7542,-0.408,-0.0628,49.277264,7.033312,2019-05-29 13:02:44:626,,,
-2.2238,-1.5972,-0.2845,49.277264,7.033312,2019-05-29 13:02:44:726,,,
-0.8761,-1.4539,-0.2698,49.277264,7.033312,2019-05-29 13:02:44:825,,,
0.0597,0.7371,-0.0979,49.277264,7.033312,2019-05-29 13:02:44:925,,,
0.1964,-0.0341,-0.557,49.277264,7.033312,2019-05-29 13:02:45:025,,,
0.1352,-0.3235,0.1492,49.277264,7.033312,2019-05-29 13:02:45:126,,,
-0.2866,1.033,0.5542,49.277264,7.033312,2019-05-29 13:02:45:226,,,
0.3066,0.0539,1.1695,49.277264,7.033312,2019-05-29 13:02:45:325,,,
-0.8283,0.6876,1.6605,49.277264,7.033312,2019-05-29 13:02:45:425,,,
-0.637,-0.6527,-0.73,49.277264,7.033312,2019-05-29 13:02:45:525,,,
-0.7571,-0.8291,-0.8998,49.277264,7.033312,2019-05-29 13:02:45:625,,,
0.6913,-1.0509,0.0499,49.277264,7.033312,2019-05-29 13:02:45:726,,,
0.2521,0.1854,0.2218,49.277264,7.033312,2019-05-29 13:02:45:826,,,
0.5327,-0.4941,-0.0869,49.277264,7.033312,2019-05-29 13:02:45:925,,,
-0.3649,0.5892,-0.6386,49.277264,7.033312,2019-05-29 13:02:46:026,,,
-0.2476,0.2572,-0.1075,49.277264,7.033312,2019-05-29 13:02:46:126,,,
0.3252,0.4744,0.0795,49.277264,7.033312,2019-05-29 13:02:46:225,,,
1.0646,0.089,0.1299,49.277264,7.033312,2019-05-29 13:02:46:326,,,
1.0351,0.4916,0.5906,49.277264,7.033312,2019-05-29 13:02:46:426,,,
0.6331,-0.2117,0.8418,49.277264,7.033312,2019-05-29 13:02:46:526,,,
-0.2068,-0.2258,-0.6583,49.277264,7.033312,2019-05-29 13:02:46:626,,,
-0.4362,-1.0599,-0.2175,49.277264,7.033312,2019-05-29 13:02:46:726,,,
-1.3529,-0.5296,-0.3868,49.277264,7.033312,2019-05-29 13:02:46:825,,,
-0.5863,-0.1885,-0.1286,49.277264,7.033312,2019-05-29 13:02:46:926,,,
-0.2652,0.8947,1.6597,49.277264,7.033312,2019-05-29 13:02:47:025,,,
0.1679,0.45,-0.8195,49.277264,7.033312,2019-05-29 13:02:47:125,,,
0.2014,-0.0258,0.3023,49.277264,7.033312,2019-05-29 13:02:47:225,,,
-0.1268,0.8856,0.5091,49.277264,7.033312,2019-05-29 13:02:47:325,,,
-0.5634,0.6074,0.5055,49.277264,7.033312,2019-05-29 13:02:47:425,,,
-0.5275,0.1603,0.6697,49.277264,7.033312,2019-05-29 13:02:47:525,,,
-0.7803,-0.0684,-0.0968,49.277264,7.033312,2019-05-29 13:02:47:626,,,
-0.5098,-0.7523,-0.3511,49.277264,7.033312,2019-05-29 13:02:47:725,,,
0.1031,-1.1957,-0.1859,49.277264,7.033312,2019-05-29 13:02:47:827,,,
0.4856,-0.3915,-0.1685,49.277264,7.033312,2019-05-29 13:02:47:926,,,
-0.0201,0.0138,-0.101,49.277264,7.033312,2019-05-29 13:02:48:025,,,
0.6178,-0.0041,-0.5612,49.277264,7.033312,2019-05-29 13:02:48:125,,,
-0.5666,0.8239,-1.018,49.277264,7.033312,2019-05-29 13:02:48:225,,,
-0.0148,0.3374,-0.0149,49.277264,7.033312,2019-05-29 13:02:48:326,,,
0.4378,0.9639,0.7351,49.277264,7.033312,2019-05-29 13:02:48:425,,,
1.6152,0.6739,0.7196,49.277264,7.033312,2019-05-29 13:02:48:525,,,
1.1881,-0.881,0.9365,49.277264,7.033312,2019-05-29 13:02:48:626,,,
-0.1229,-0.6505,0.2278,49.277264,7.033312,2019-05-29 13:02:48:726,,,
-0.0264,-0.713,-0.4909,49.277264,7.033312,2019-05-29 13:02:48:825,,,
-1.0503,-0.6631,-0.7958,49.277264,7.033312,2019-05-29 13:02:48:925,,,
-1.1643,-0.7406,-0.2783,49.277264,7.033312,2019-05-29 13:02:49:025,,,
-0.7658,0.1293,0.6316,49.277264,7.033312,2019-05-29 13:02:49:126,,,
-0.0352,0.2642,0.1241,49.277264,7.033312,2019-05-29 13:02:49:225,,,
-0.3131,0.1134,-0.7674,49.277264,7.033312,2019-05-29 13:02:49:326,,,
0.0216,0.2158,0.1721,49.277264,7.033312,2019-05-29 13:02:49:426,,,
-0.2336,0.8359,0.7405,49.277264,7.033312,2019-05-29 13:02:49:526,,,
0.0748,0.0315,0.0946,49.277264,7.033312,2019-05-29 13:02:49:626,,,
-0.3557,0.3358,-0.1921,49.277264,7.033312,2019-05-29 13:02:49:725,,,
-0.5149,-0.5194,-0.1306,49.277264,7.033312,2019-05-29 13:02:49:826,,,
-0.9973,-0.0183,0.1065,49.277264,7.033312,2019-05-29 13:02:49:926,,,
-0.9378,-0.1808,-0.0286,49.277264,7.033312,2019-05-29 13:02:50:025,,,
-0.7094,0.2196,0.0738,49.277264,7.033312,2019-05-29 13:02:50:126,,,
0.4407,-0.8126,-1.0429,49.277264,7.033312,2019-05-29 13:02:50:226,,,
1.2811,-0.1683,0.0516,49.277264,7.033312,2019-05-29 13:02:50:326,,,
1.8087,0.054,0.9598,49.277264,7.033312,2019-05-29 13:02:50:426,,,
0.48,0.3965,-0.9529,49.277264,7.033312,2019-05-29 13:02:50:525,,,
-0.4529,0.3378,-0.4297,49.277264,7.033312,2019-05-29 13:02:50:625,,,
0.2132,1.4166,0.305,49.277264,7.033312,2019-05-29 13:02:50:725,,,
1.2365,0.5302,0.1052,49.277264,7.033312,2019-05-29 13:02:50:827,,,
1.0692,-0.1673,0.7964,49.277264,7.033312,2019-05-29 13:02:50:926,,,
0.2816,-0.2125,0.3958,49.277264,7.033312,2019-05-29 13:02:51:026,,,
-0.2341,-0.2933,0.1039,49.277264,7.033312,2019-05-29 13:02:51:126,,,
-0.5208,-0.444,0.0107,49.277264,7.033312,2019-05-29 13:02:51:225,,,
-0.0235,-0.9056,-0.2757,49.277264,7.033312,2019-05-29 13:02:51:325,,,
0.2291,-1.4461,0.1531,49.277264,7.033312,2019-05-29 13:02:51:425,,,
0.0391,-0.1686,0.7142,49.277264,7.033312,2019-05-29 13:02:51:526,,,
0.0394,0.2277,-0.3566,49.277264,7.033312,2019-05-29 13:02:51:625,,,
-0.0775,-0.0526,-0.399,49.277264,7.033312,2019-05-29 13:02:51:729,,,
0.3001,0.0625,0.1508,49.277264,7.033312,2019-05-29 13:02:51:825,,,
0.2161,0.21,0.2507,49.277264,7.033312,2019-05-29 13:02:51:925,,,
-0.2432,-0.4371,0.1756,49.277264,7.033312,2019-05-29 13:02:52:026,,,
-0.1346,-0.7358,-0.4582,49.277264,7.033312,2019-05-29 13:02:52:125,,,
-0.2586,-0.6945,0.2316,49.277264,7.033312,2019-05-29 13:02:52:226,,,
0.0441,-1.2652,0.3385,49.277264,7.033312,2019-05-29 13:02:52:325,,,
-0.0036,-0.7935,-0.3589,49.277264,7.033312,2019-05-29 13:02:52:426,,,
1.1781,-0.9862,0.0273,49.277264,7.033312,2019-05-29 13:02:52:525,,,
0.6961,-0.8511,0.6097,49.277264,7.033312,2019-05-29 13:02:52:625,,,
0.0026,-0.305,0.1161,49.277264,7.033312,2019-05-29 13:02:52:726,,,
0.1031,-0.3464,0.6199,49.277264,7.033312,2019-05-29 13:03:01:291,0,,
-0.3583,-0.1188,-0.4343,49.277264,7.033312,2019-05-29 13:03:01:391,,,
0.0489,-1.136,-1.1325,49.277264,7.033312,2019-05-29 13:03:01:490,,,
0.644,-1.6379,-0.5372,49.277264,7.033312,2019-05-29 13:03:01:590,,,
0.698,-0.5092,0.4069,49.277264,7.033312,2019-05-29 13:03:01:691,,,
0.7297,-0.2381,-0.8464,49.277264,7.033312,2019-05-29 13:03:01:790,,,
0.0381,0.5855,-0.3423,49.277264,7.033312,2019-05-29 13:03:01:891,,,
-0.2151,0.0695,0.624,49.277264,7.033312,2019-05-29 13:03:01:991,,,
0.4521,1.0332,0.7519,49.277264,7.033312,2019-05-29 13:03:02:090,,,
1.0858,-0.1133,0.2367,49.277264,7.033312,2019-05-29 13:03:02:191,,,
0.8921,0.0438,0.6803,49.277264,7.033312,2019-05-29 13:03:02:291,,,
0.652,-0.0044,0.7848,49.277264,7.033312,2019-05-29 13:03:02:391,,,
-0.5621,-0.3971,0.1572,49.277264,7.033312,2019-05-29 13:03:02:490,,,
-0.4397,-1.2203,-1.0448,49.277264,7.033312,2019-05-29 13:03:02:590,,,
-0.7187,-0.9223,-0.5981,49.277264,7.033312,2019-05-29 13:03:02:690,,,
-0.1171,-0.2351,1.0515,49.277264,7.033312,2019-05-29 13:03:02:791,,,
0.0233,-0.1243,-0.3298,49.277264,7.033312,2019-05-29 13:03:02:891,,,
-0.2471,-0.3643,-0.3227,49.277264,7.033312,2019-05-29 13:03:02:991,,,
-0.3074,0.228,0.0659,49.277264,7.033312,2019-05-29 13:03:03:091,,,
-0.3867,0.705,0.2614,49.277264,7.033312,2019-05-29 13:03:03:191,,,
-0.3479,0.8247,0.9029,49.277264,7.033312,2019-05-29 13:03:03:291,,,
-0.2989,1.1281,0.8542,49.277264,7.033312,2019-05-29 13:03:03:390,,,
-0.8684,0.2955,-0.3054,49.277264,7.033312,2019-05-29 13:03:03:491,,,
-0.7899,-0.715,-0.5428,49.277264,7.033312,2019-05-29 13:03:03:590,,,
-0.7058,-0.4019,-0.4652,49.277264,7.033312,2019-05-29 13:03:03:691,,,
-0.3259,-0.5985,0.7628,49.277264,7.033312,2019-05-29 13:03:03:795,,,
0.6515,-0.896,-0.944,49.277264,7.033312,2019-05-29 13:03:03:891,,,
0.347,-0.7839,1.4968,49.277264,7.033312,2019-05-29 13:03:03:991,,,
0.3937,0.1359,-0.4997,49.277264,7.033312,2019-05-29 13:03:04:091,,,
-0.1147,0.1555,-0.8712,49.277264,7.033312,2019-05-29 13:03:04:191,,,
0.3153,0.4826,0.374,49.277264,7.033312,2019-05-29 13:03:04:291,,,
0.1908,0.8558,0.2683,49.277264,7.033312,2019-05-29 13:03:04:390,,,
0.3899,0.1967,0.0124,49.277264,7.033312,2019-05-29 13:03:04:490,,,
0.5417,0.8951,0.6592,49.277264,7.033312,2019-05-29 13:03:04:591,,,
0.2801,-0.1712,0.5156,49.277264,7.033312,2019-05-29 13:03:04:691,,,
-0.5042,-0.3151,-1.2229,49.277264,7.033312,2019-05-29 13:03:04:790,,,
-1.017,-2.4126,-0.0429,49.277264,7.033312,2019-05-29 13:03:04:891,,,
-1.6685,-1.5223,-0.6109,49.277264,7.033312,2019-05-29 13:03:04:991,,,
-0.3086,0.6902,1.9107,49.277264,7.033312,2019-05-29 13:03:05:090,,,
0.1879,0.715,0.0119,49.277264,7.033312,2019-05-29 13:03:05:190,,,
0.2446,-0.7264,-0.679,49.277264,7.033312,2019-05-29 13:03:05:291,,,
0.5826,-0.0086,-0.2443,49.277264,7.033312,2019-05-29 13:03:05:391,,,
0.3998,0.7587,-0.1412,49.277264,7.033312,2019-05-29 13:03:05:490,,,
0.2272,0.4029,0.7361,49.277264,7.033312,2019-05-29 13:03:05:591,,,
-0.5755,0.1795,0.4709,49.277264,7.033312,2019-05-29 13:03:05:690,,,
-0.4829,-0.0241,-0.4198,49.277264,7.033312,2019-05-29 13:03:05:791,,,
-0.6781,0.137,-0.3011,49.277264,7.033312,2019-05-29 13:03:05:891,,,
-0.0052,-0.9069,-0.2738,49.277264,7.033312,2019-05-29 13:03:05:991,,,
0.3659,-1.113,-0.5269,49.277264,7.033312,2019-05-29 13:03:06:090,,,
0.7154,-0.5619,0.2759,49.277264,7.033312,2019-05-29 13:03:06:190,,,
1.1967,-0.6191,0.0376,49.277264,7.033312,2019-05-29 13:03:06:290,,,
-0.1936,0.8046,-0.1889,49.277264,7.033312,2019-05-29 13:03:06:391,,,
0.2939,0.451,0.9651,49.277264,7.033312,2019-05-29 13:03:06:490,,,
0.8931,0.439,0.9429,49.277264,7.033312,2019-05-29 13:03:06:590,,,
0.7291,0.061,0.9773,49.277264,7.033312,2019-05-29 13:03:06:690,,,
0.5869,0.0553,-0.6201,49.277264,7.033312,2019-05-29 13:03:06:790,,,
0.1258,-0.9517,-0.7805,49.277264,7.033312,2019-05-29 13:03:06:890,,,
-1.4761,-1.1775,0.3326,49.277264,7.033312,2019-05-29 13:03:06:991,,,
-0.5348,-0.9757,-0.0618,49.277264,7.033312,2019-05-29 13:03:07:090,,,
0.0036,0.7634,1.4852,49.277264,7.033312,2019-05-29 13:03:07:191,,,
0.0751,0.1137,-0.5868,49.277264,7.033312,2019-05-29 13:03:07:291,,,
-0.6851,-0.2628,-0.0298,49.277264,7.033312,2019-05-29 13:03:07:391,,,
-0.3497,0.1884,-0.3202,49.277264,7.033312,2019-05-29 13:03:07:490,,,
-0.7921,0.6711,-0.1415,49.277264,7.033312,2019-05-29 13:03:07:590,,,
-0.8645,0.577,0.1819,49.277264,7.033312,2019-05-29 13:03:07:690,,,
-0.713,1.3023,0.4675,49.277264,7.033312,2019-05-29 13:03:07:791,,,
-0.711,-0.6618,0.1572,49.277264,7.033312,2019-05-29 13:03:07:890,,,
-1.2454,-0.2527,-0.3293,49.277264,7.033312,2019-05-29 13:03:07:990,,,
-0.676,-0.1929,0.19,49.277264,7.033312,2019-05-29 13:03:08:090,,,
-0.0528,-1.232,0.0288,49.277264,7.033312,2019-05-29 13:03:08:191,,,
0.7696,-1.1901,-0.2286,49.277264,7.033312,2019-05-29 13:03:08:291,,,
0.3677,-0.6562,0.8299,49.277264,7.033312,2019-05-29 13:03:08:391,,,
0.8293,-0.4714,-0.6877,49.277264,7.033312,2019-05-29 13:03:08:490,,,
0.4411,0.476,-0.4673,49.277264,7.033312,2019-05-29 13:03:08:590,,,
1.5284,0.1323,0.4078,49.277264,7.033312,2019-05-29 13:03:08:690,,,
1.002,0.2419,0.159,49.277264,7.033312,2019-05-29 13:03:08:791,,,
0.5697,-0.0027,-0.0352,49.277264,7.033312,2019-05-29 13:03:08:890,,,
0.3966,0.6016,0.6468,49.277264,7.033312,2019-05-29 13:03:08:991,,,
0.5758,0.5454,-0.9499,49.277264,7.033312,2019-05-29 13:03:09:090,,,
0.3743,-0.4807,0.1888,49.277264,7.033312,2019-05-29 13:03:09:190,,,
-0.0552,-0.8435,0.4315,49.277264,7.033312,2019-05-29 13:03:09:290,,,
-1.3451,-1.2417,-1.0392,49.277264,7.033312,2019-05-29 13:03:09:391,,,
-0.5337,-1.4187,-0.7505,49.277264,7.033312,2019-05-29 13:03:09:491,,,
-0.3721,1.6003,1.859,49.277264,7.033312,2019-05-29 13:03:09:592,,,
-0.2292,0.2772,-1.5494,49.277264,7.033312,2019-05-29 13:03:09:690,,,
-0.8117,-0.3035,-0.2135,49.277264,7.033312,2019-05-29 13:03:09:790,,,
-0.2423,0.8288,0.7999,49.277264,7.033312,2019-05-29 13:03:09:892,,,
-0.7912,1.27,0.8608,49.277264,7.033312,2019-05-29 13:03:09:993,,,
-0.366,-0.597,0.2322,49.277264,7.033312,2019-05-29 13:03:10:091,,,
-0.5197,-0.4011,-1.3182,49.277264,7.033312,2019-05-29 13:03:10:191,,,
0.8956,-1.5409,-0.9447,49.277264,7.033312,2019-05-29 13:03:10:290,,,
0.9546,-0.002,-0.6384,49.277264,7.033312,2019-05-29 13:03:10:391,,,
1.8696,-1.4909,1.9764,49.277264,7.033312,2019-05-29 13:03:10:491,,,
0.735,0.5663,-0.1276,49.277264,7.033312,2019-05-29 13:03:10:590,,,
-0.4057,-0.1078,-0.4774,49.277264,7.033312,2019-05-29 13:03:10:690,,,
0.6051,0.9709,-0.0157,49.277264,7.033312,2019-05-29 13:03:10:791,,,
0.6745,0.6613,0.26,49.277264,7.033312,2019-05-29 13:03:10:891,,,
1.0096,0.3299,0.3795,49.277264,7.033312,2019-05-29 13:03:10:990,,,
0.5884,0.2764,0.4501,49.277264,7.033312,2019-05-29 13:03:11:090,,,
-0.0904,-0.3673,-0.6471,49.277264,7.033312,2019-05-29 13:03:11:191,,,
0.5859,-0.5623,-0.2918,49.277264,7.033312,2019-05-29 13:02:26:497,0,,
0.8258,-0.5047,-0.701,49.277264,7.033312,2019-05-29 13:02:26:597,,,
1.1093,-0.0188,-0.5635,49.277264,7.033312,2019-05-29 13:02:26:698,,,
0.08,-0.1532,-0.2841,49.277264,7.033312,2019-05-29 13:02:26:798,,,
0.0844,0.3454,0.6168,49.277264,7.033312,2019-05-29 13:02:26:897,,,
0.1485,0.837,0.8556,49.277264,7.033312,2019-05-29 13:02:26:997,,,
1.0744,0.4676,0.935,49.277264,7.033312,2019-05-29 13:02:27:097,,,
0.5251,-1.0436,1.3192,49.277264,7.033312,2019-05-29 13:02:27:198,,,
-1.9204,-1.0833,-1.2519,49.277264,7.033312,2019-05-29 13:02:27:297,,,
-1.2206,-2.026,-0.8519,49.277264,7.033312,2019-05-29 13:02:27:398,,,
-0.5018,0.6903,1.603,49.277264,7.033312,2019-05-29 13:02:27:498,,,
0.427,0.8535,0.0022,49.277264,7.033312,2019-05-29 13:02:27:597,,,
0.3844,-0.8189,-0.1013,49.277264,7.033312,2019-05-29 13:02:27:698,,,
-0.3429,-0.0895,-0.9229,49.277264,7.033312,2019-05-29 13:02:27:798,,,
-0.9129,0.8927,-0.124,49.277264,7.033312,2019-05-29 13:02:27:898,,,
-0.4942,2.0609,0.4338,49.277264,7.033312,2019-05-29 13:02:27:998,,,
-0.3547,0.4848,-1.1379,49.277264,7.033312,2019-05-29 13:02:28:098,,,
-0.6837,0.1471,0.6949,49.277264,7.033312,2019-05-29 13:02:28:198,,,
-0.3996,0.0288,0.9849,49.277264,7.033312,2019-05-29 13:02:28:297,,,
-0.2618,-0.3155,-1.5674,49.277264,7.033312,2019-05-29 13:02:28:397,,,
1.3454,-2.7826,-0.9761,49.277264,7.033312,2019-05-29 13:02:28:498,,,
1.6411,-1.9626,0.8017,49.277264,7.033312,2019-05-29 13:02:28:598,,,
-0.6491,1.0071,0.6939,49.277264,7.033312,2019-05-29 13:02:28:698,,,
-1.9608,0.8767,-0.1353,49.277264,7.033312,2019-05-29 13:02:28:797,,,
-0.0205,0.2657,-0.1636,49.277264,7.033312,2019-05-29 13:02:28:897,,,
1.6615,-0.3566,0.4589,49.277264,7.033312,2019-05-29 13:02:28:997,,,
3.063,-0.7365,0.8531,49.277264,7.033312,2019-05-29 13:02:29:098,,,
1.8828,-0.418,1.5263,49.277264,7.033312,2019-05-29 13:02:29:198,,,
-0.565,-0.9881,-1.1004,49.277264,7.033312,2019-05-29 13:02:29:297,,,
-2.0557,-1.3332,-1.3209,49.277264,7.033312,2019-05-29 13:02:29:397,,,
-2.2523,0.4617,0.4096,49.277264,7.033312,2019-05-29 13:02:29:498,,,
0.5587,0.8424,0.3647,49.277264,7.033312,2019-05-29 13:02:29:598,,,
1.3366,-0.5187,-0.7343,49.277264,7.033312,2019-05-29 13:02:29:697,,,
0.6905,-0.2876,-0.5773,49.277264,7.033312,2019-05-29 13:02:29:797,,,
-0.0552,0.5861,-0.4216,49.277264,7.033312,2019-05-29 13:02:29:898,,,
-0.3981,0.7367,1.5293,49.277264,7.033312,2019-05-29 13:02:29:998,,,
-2.3184,1.0927,2.1812,49.277264,7.033312,2019-05-29 13:02:30:098,,,
-1.1842,-1.1084,-0.879,49.277264,7.033312,2019-05-29 13:02:30:197,,,
-1.2233,-1.6221,-1.4121,49.277264,7.033312,2019-05-29 13:02:30:298,,,
-0.3472,-1.3814,-0.0228,49.277264,7.033312,2019-05-29 13:02:30:397,,,
-0.7494,-0.3307,1.5556,49.277264,7.033312,2019-05-29 13:02:30:498,,,
-1.8309,0.6959,-0.4398,49.277264,7.033312,2019-05-29 13:02:30:598,,,
-1.4221,-0.6533,-0.7267,49.277264,7.033312,2019-05-29 13:02:30:697,,,
0.5191,-0.4198,1.1812,49.277264,7.033312,2019-05-29 13:02:30:798,,,
1.4575,-1.1628,1.136,49.277264,7.033312,2019-05-29 13:02:30:898,,,
1.4982,-0.6732,0.4846,49.277264,7.033312,2019-05-29 13:02:30:998,,,
0.7151,-0.2209,1.0508,49.277264,7.033312,2019-05-29 13:02:31:098,,,
-0.7891,-0.813,-1.5298,49.277264,7.033312,2019-05-29 13:02:31:198,,,
-1.3753,-0.9109,-0.573,49.277264,7.033312,2019-05-29 13:02:31:298,,,
-2.0035,-0.4714,0.9915,49.277264,7.033312,2019-05-29 13:02:31:397,,,
-1.1472,-0.566,0.6738,49.277264,7.033312,2019-05-29 13:02:31:497,,,
-0.2759,-0.0261,-0.12,49.277264,7.033312,2019-05-29 13:02:31:597,,,
0.0487,-0.735,-0.1328,49.277264,7.033312,2019-05-29 13:02:31:697,,,
0.3292,-0.5038,0.3059,49.277264,7.033312,2019-05-29 13:02:31:798,,,
-0.3383,-0.0761,0.3983,49.277264,7.033312,2019-05-29 13:02:31:898,,,
0.056,-0.0039,-0.1486,49.277264,7.033312,2019-05-29 13:02:31:998,,,
0.1731,0.7164,0.6377,49.277264,7.033312,2019-05-29 13:02:32:098,,,
0.1048,-0.0596,0.0127,49.277264,7.033312,2019-05-29 13:02:32:198,,,
-0.42,-0.7044,-0.6936,49.277264,7.033312,2019-05-29 13:02:32:298,,,
-0.252,-0.7969,0.1682,49.277264,7.033312,2019-05-29 13:02:32:398,,,
0.5567,-1.1351,0.424,49.277264,7.033312,2019-05-29 13:02:32:498,,,
